Study Hours per Week,Attendance Rate,Major,High School GPA,Extracurricular Activities,Part-Time Job,Library Usage per Week,Online Coursework Engagement,Sleep Hours per Night,College GPA
8.66,73.47,Arts,2.34,4,Yes,13.49,3.26,9.4,1.75
6.64,87.97,Engineering,3.07,4,Yes,4.44,5.66,8.62,2.19
36.91,58.91,Science,2.87,4,Yes,12.07,0.26,8.29,2.25
11.76,58.56,Engineering,2.42,3,Yes,13.2,3.74,7.44,1.73
18.12,71.59,Arts,3.11,1,No,10.46,9.77,5.97,2.6
19.76,66.04,Arts,2.55,0,Yes,15.19,1.85,4.42,1.92
31.13,,Business,3.07,0,No,0.49,9.92,5.55,2.74
33.77,92.22,Arts,2.4,4,No,3.82,12.91,5.17,3.23
5.56,88.58,Engineering,3.8,2,No,19.33,13.04,5.37,2.84
17.08,77.2,Arts,2.68,2,Yes,9.95,2.36,,2.03
33.71,,Arts,3.22,3,No,1.53,7.01,6.58,3.1
32.72,53.63,Engineering,2.24,0,Yes,6.16,13.42,6.28,2.81
4.1,88.33,Science,3.26,4,No,0.04,10.95,6.02,2.53
6.26,63.32,Arts,2.54,3,No,11.59,13,9.29,2.29
12.17,68.43,Science,3.91,4,No,19.99,5.8,5.22,2.35
3.01,60.96,Science,2.79,0,Yes,11.8,7.49,4.98,1.88
16.99,89.45,Arts,3.21,2,Yes,12.2,13.43,4.46,3.02
4.3,57.21,Engineering,2.43,1,Yes,6.55,6.44,9.55,1.72
22.73,92,Science,3.72,1,No,4.74,10.05,5.17,3.09
9.86,83.08,Business,3.61,4,Yes,10.16,6.37,7.43,2.4
23.86,52.95,Engineering,2.49,3,No,18,10.62,6.24,2.46
4.7,90.55,Arts,3.82,1,Yes,0.2,9.2,7.33,2.59
39.04,81.39,Arts,2.08,3,No,11.39,6.62,7.86,2.75
37.3,95.25,Arts,3.51,0,No,8.57,8.24,9.04,3.31
15.67,,Arts,2.92,4,Yes,12.42,8.97,7.04,2.59
9.69,78.06,Arts,3.67,3,Yes,16.8,13.19,5.96,2.82
10.02,91.83,Business,2.93,4,No,8.98,10.15,5.09,2.58
19.34,63.9,Arts,2.13,1,No,4.35,10.71,7.64,2.37
1.6,77.35,Engineering,2.45,2,Yes,7.53,14.55,4.79,2.4
25.59,,Arts,3.99,0,No,3.01,1.01,9.13,2.35
16.33,98.41,Business,2.67,1,Yes,1.7,2.81,4.17,2.25
15.1,61.31,Science,2.32,4,No,7.52,4.77,9.07,1.89
32.37,50.79,Science,3.61,3,Yes,12.51,14.19,5.32,3.17
28.36,66.29,Arts,2.09,4,No,5.26,3.43,6.93,2.12
38.17,75.13,Business,2.13,3,Yes,18.31,8.48,,2.8
14.08,51.42,Engineering,2.6,4,No,13.78,1.77,8.71,1.63
35.9,77.96,Arts,2.09,0,Yes,13.73,4.06,6.41,2.47
30.8,93.71,Arts,3.99,2,Yes,13.83,4.14,7,2.98
14.3,85.24,Arts,3.38,3,Yes,0.03,10.63,4.18,2.76
24.87,81.15,Arts,3.04,1,No,16.26,1.63,6.06,2.3
11.54,97.8,Engineering,3.61,2,Yes,18.35,11.35,5.57,2.93
34.98,97.91,Business,3.32,0,Yes,0.39,4.55,6.34,2.99
4.5,,Business,2.35,3,Yes,11.97,11,5.81,2.35
8.5,80.39,Science,2.44,4,No,13.53,5.5,4.96,1.99
7.32,74.39,Science,3.74,4,Yes,3.92,6.4,9.65,2.29
16.12,50.67,Science,2.67,2,Yes,16.76,1.89,6.58,1.7
29.81,80.31,Science,2.9,4,Yes,12.52,1.6,7.83,2.38
21.08,99.45,Science,2.78,2,Yes,4.5,8.13,9.56,2.76
19.51,90.91,Science,2.1,2,No,19.34,9.56,7.43,2.56
0.02,67.03,Engineering,3.41,1,Yes,4.32,1.38,4.76,1.62
17.02,,Arts,3.08,1,Yes,13.57,2.09,8.73,1.91
2.54,,Engineering,3.35,1,No,9.48,0.49,8.65,1.83
8.33,87.2,,2.56,4,Yes,14.47,2.44,6.43,1.88
37.3,98.35,Engineering,2.81,3,Yes,1.96,3.34,7.24,2.84
8.62,93.74,Business,2.39,3,Yes,19.05,10.36,6.55,2.44
34.33,,Engineering,2.84,1,No,4.09,0.98,5.35,2.41
32.12,55.06,Business,3.31,1,No,4.41,10.31,8.58,2.87
6.37,74.18,Engineering,3.89,3,No,11.08,6.08,8.47,2.28
24.23,65.68,Engineering,3.33,1,No,6.99,2.14,7.88,2.24
4.63,75.62,Business,3.05,2,Yes,8.84,14.73,6.73,2.62
29.12,65.09,Arts,2.83,0,No,0.74,7.56,6.79,2.59
25.5,93.09,Engineering,2.21,2,Yes,4.7,4.41,5.79,2.41
32.48,92.22,Engineering,2.95,3,Yes,15.47,0.83,5.59,2.53
19.18,65.77,Science,2.31,1,Yes,18.04,4.71,9.09,2.03
36.59,79.98,Science,3.16,0,No,4.67,9.19,9.16,3.12
1.97,71.51,Arts,3.46,1,Yes,15.47,3.69,4.09,1.88
11.72,95.45,Business,3.89,2,No,0.58,8.54,8.32,2.79
28.6,59.37,Engineering,2.59,1,Yes,0.89,4.17,5.98,2.23
16.72,84.89,,2.79,2,Yes,7.86,0.67,,2.01
6.92,98.52,Engineering,2.37,0,Yes,2.96,6.2,5.45,2.16
4.29,58.76,Science,3.76,4,No,3.32,5.35,6.01,1.99
32.69,60.1,Business,3.65,4,Yes,12.55,3.69,8.48,2.58
18.93,84.69,Business,3.55,0,Yes,17.16,7.93,,2.74
35.29,88.96,Science,2.11,1,No,15.58,5.84,8.25,2.69
29.33,74.53,Science,3.11,4,Yes,6.73,14.25,8.05,3.21
16.39,80.48,Science,2.47,2,Yes,17.5,,5.82,2.45
14.94,60.63,Engineering,2.24,4,Yes,16.83,5.37,8.28,1.9
20.63,,Business,3.56,2,No,10.48,3.22,9.42,2.36
35.56,55.6,Arts,2.42,0,Yes,9.52,9.98,8.82,2.72
29.49,66.07,Science,3,4,Yes,1.17,13.8,7.11,3.07
0.21,64.24,Science,3.05,0,Yes,3.01,9.41,4.79,2.04
27.77,72.23,Arts,2.43,3,No,1.71,12.44,9.35,2.85
36.78,96.51,Engineering,2.98,0,Yes,10.54,10.26,6.94,3.31
28.42,59.06,Science,2.11,4,No,13.53,14.21,6.45,2.78
7.08,70.07,Arts,2,2,Yes,12.38,6.11,7.29,1.79
19.34,80.78,Engineering,3.76,0,Yes,17.46,11.59,5.28,3
5.61,,Engineering,2.83,4,Yes,13.17,7.64,6.02,2.33
14.36,56.66,,3.81,1,No,16.59,0.74,8.41,1.93
37.48,95.89,Business,2.99,2,No,2.81,0.2,7.38,2.66
36.93,54.05,Engineering,2.86,1,Yes,3.43,6.38,8.57,2.6
11.31,74.04,Engineering,2.59,1,No,18.37,9.9,8.57,2.33
13.59,72.73,Engineering,2.16,3,Yes,7.09,12.95,8.52,2.47
24.01,60.48,Science,2.62,0,No,4.34,0.49,4.87,1.89
38.53,67.37,Science,3.22,1,No,18.24,14.13,7.9,3.38
5.91,72.71,Engineering,3.53,2,Yes,19.4,13.27,6.88,2.64
10.28,93.26,Arts,3.08,1,Yes,12.76,13.1,4.37,2.83
34.94,97.75,Engineering,3.52,3,No,7.77,9.64,9.01,3.37
19.68,75.95,Science,2.32,4,Yes,13.77,7,5.32,2.3
35.96,93.5,Arts,3.17,2,Yes,0.31,12.06,4.08,3.43
7.42,80.41,Science,3.77,2,No,2.89,3.09,7.86,2.14
21.31,67.45,Science,2.44,4,Yes,7.37,4.38,5.03,2.11
13.05,59.71,Arts,2.46,3,Yes,16.64,2.59,4.37,1.71
12.66,70.66,Engineering,3.5,3,Yes,6.09,14.97,9.6,2.9
17.88,76.14,Engineering,3.62,0,No,1.16,2.88,4.89,2.31
17.32,52.22,Science,2.5,2,Yes,7.57,10.51,7.12,2.28
14.29,57.29,Arts,2.66,0,No,4.83,6.93,6.2,2.06
36.6,,Arts,3.26,1,Yes,1.12,0.5,4.27,2.56
29.27,61.25,Science,2.8,0,No,7.98,1.22,5.89,2.13
29.1,91.87,Arts,3.25,0,No,7.03,13.94,6.1,3.39
11.6,66.35,Science,2.99,4,Yes,14.68,11.17,6.96,2.45
23.11,55.24,Arts,3.55,0,No,1.26,8.19,8.24,2.56
31.17,54.18,Engineering,3.69,1,Yes,7.58,3.14,10,2.45
31.82,96.86,Science,3.73,0,Yes,6.85,0.1,7.11,2.7
13.78,55.9,Business,3.22,3,Yes,12.94,11.59,9.66,2.48
30.83,57.05,Arts,3.23,0,No,17.76,4.68,7.16,2.46
29.44,,Arts,2.9,4,No,2.86,3.21,7.56,2.61
5.66,62.71,Business,2.06,4,Yes,16.33,2.58,4.83,1.46
34.64,83.3,Arts,2.6,4,Yes,12.19,12.13,7.42,3.16
17.65,90.84,Science,2.13,0,Yes,0.58,9.31,5.56,2.5
19.46,80.36,Arts,2.88,1,Yes,15.34,9.62,5.64,2.65
17.93,97.87,Arts,3.7,2,No,10.75,13.88,6.6,3.28
22.71,85.44,Arts,3.19,4,Yes,16,13.38,7.92,3.11
24.85,55.64,Business,3.35,0,No,8.18,10.21,7.7,2.7
19.93,77.92,Science,2.38,2,Yes,13.31,14.42,5.84,2.83
34.67,85.91,Science,2.52,3,Yes,3.98,3.43,4.17,2.58
25.11,90.1,Business,2.33,3,Yes,3.84,0.29,5.46,2.13
16.06,51.32,Business,3.69,4,No,6.81,13.83,6.72,2.76
16.67,85.94,Engineering,2.56,4,Yes,10.39,3.96,9.46,2.18
32.43,91.28,Science,3.12,3,Yes,14.33,14.6,7.66,3.48
13.93,87.34,Science,2.28,4,No,13.34,3.36,,2.02
8.46,75.62,Science,2.25,3,No,16.43,4.18,7.56,1.81
2.38,72.9,Engineering,2.7,0,Yes,8.53,13.64,6.66,2.37
35.04,77.47,Engineering,2.66,2,No,18.25,12.19,5.97,3.13
36.74,85.23,,2.66,0,Yes,2.18,1.46,9.82,2.53
4.8,96.15,Business,3.2,3,No,3.74,8.63,6.87,2.46
13.38,80.85,Business,2.63,0,Yes,13.67,2.37,6.16,1.96
7.01,94.39,Science,3.54,3,Yes,5.08,1.08,9.45,2.08
4.64,85.06,Arts,2.18,0,Yes,3.29,9.19,,2.12
35.99,53.42,Arts,2.65,2,No,17.73,1.17,7.53,2.17
2.28,75.04,Arts,3.34,3,Yes,1.37,7.08,7.4,2.11
39.22,64.32,Science,3.21,4,No,19.83,9.22,6.98,3.04
3.86,64.26,Science,2.24,4,Yes,17.25,14.09,,2.24
34.54,67.8,Engineering,2.88,4,Yes,17.37,13.82,8.12,3.18
22.66,,Business,2.62,3,Yes,12.57,9.11,6.25,2.49
14.72,78.93,Engineering,3.26,4,No,4.5,7.54,4.1,2.47
13.69,84.18,Arts,2.26,1,Yes,15.96,9.76,8.36,2.4
30.29,63.44,Arts,3.34,2,No,1.08,13.87,,3.15
12.58,56.49,Business,2.93,1,No,11.64,14.86,8.79,2.6
26.29,52.94,Science,2.55,3,No,8.78,0.5,5.56,1.86
20.69,78.79,Engineering,3.49,3,No,15.01,14.54,7.52,3.15
19.4,59.31,Business,2.38,2,No,0.48,12.05,7.42,2.48
36.05,,Arts,2.3,0,Yes,7.74,1.13,5.06,2.06
22.19,96.39,Arts,2.03,2,Yes,9.54,12,6.63,2.83
33.07,76.86,Business,3.72,1,No,3.05,9.94,8.91,3.19
29.02,54.62,Engineering,2.98,1,Yes,8.29,13.59,9.83,2.92
1.54,92.15,Science,3.03,1,Yes,18.21,6.87,4.11,2.18
30.92,99.16,Arts,2.23,1,No,9.37,7.55,4.88,2.83
8.67,72.43,Science,2.22,0,No,5.04,12.56,7.7,2.33
36.13,52.12,Arts,2.67,3,No,10.65,7.26,4.02,2.58
1.72,55.88,Science,3.03,3,No,1.22,7.9,8.55,1.89
13.32,69.08,Arts,3.4,2,No,5.89,3.67,7.5,2.12
3.99,94.28,Arts,3,3,No,15.67,4.96,8.04,2.12
19.02,57.4,Business,3.66,3,No,12.84,4.31,7.75,2.25
32.8,91.2,Arts,2.75,3,No,0.48,0.68,7.59,2.46
11.93,50.75,Science,2.06,0,Yes,11.4,8.75,4.61,1.9
6.04,72.87,Engineering,2.85,0,Yes,4.35,12.64,5.41,2.43
13.21,82.22,Business,2.17,3,Yes,19.51,11.55,6.78,2.46
32.56,,Science,2.64,1,No,15.67,3.7,6.01,2.25
5.62,,,3.97,3,Yes,2.56,8.79,8.7,2.53
9.09,97.22,Science,3.71,2,Yes,7.71,7.36,8.05,2.62
2.75,58.01,Business,2.47,4,No,9.8,12.25,5.87,2.08
28.23,86.48,Science,2.75,2,Yes,3.65,5.3,9.71,2.61
15.81,80.45,Arts,2.86,4,No,14.09,0.55,7.87,1.95
12.43,59.26,Business,3.53,0,No,16.83,13.31,9.08,2.67
28.75,50.31,Arts,2.07,0,No,0.09,10.05,9.43,2.41
13.44,50.46,Business,2.08,3,Yes,2.66,2.73,5.19,1.54
29.11,76.6,Business,2.23,4,Yes,5.67,3.09,6.39,2.26
32.61,97.14,Science,3.26,0,No,19.68,5.97,4.37,3
8.71,82.21,Science,2.83,0,No,8.09,7.15,4.89,2.22
38.95,,Arts,3.7,3,Yes,3.41,4.95,7.52,3.09
6.49,74.69,Business,2.57,0,Yes,2.42,7.74,7.1,2.07
11.63,79.09,Engineering,2.98,4,No,18.03,13.39,6.63,2.72
7.19,56.32,Arts,3.41,2,Yes,16.2,9.45,,2.23
13.82,93.84,Business,3.09,0,Yes,12.39,5.54,5.6,2.43
19.2,88.04,Business,2.63,1,No,10.79,12.91,6.49,2.88
20.89,99.91,Business,2.31,0,No,15.54,10.44,9.63,2.79
34.14,64.89,Arts,3.08,2,Yes,6.36,8.91,,2.87
35.58,61.35,Science,2.28,3,Yes,12.8,7.75,8.09,2.59
8.8,,Business,3.88,3,No,14.74,1.32,8.47,1.84
24.92,98.21,Science,3.08,2,No,11.51,8.89,6.68,2.97
4.46,89.04,Arts,2.35,3,Yes,3.37,5.97,6.58,1.99
18.36,58.32,Science,3.44,0,Yes,19.72,8.25,6.82,2.45
12.89,77.63,Arts,2.21,4,Yes,16.22,1.86,9.17,1.78
12.66,70.69,Engineering,3.54,0,No,9.81,11.79,,2.69
19.3,57.57,,2.91,4,Yes,12.4,7.68,9.31,2.3
29.19,58.1,Engineering,2.27,1,No,15.2,12.46,4.25,2.71
2.77,98.17,Arts,2.07,2,Yes,9.17,3.1,5.52,1.78
35.17,65.25,Engineering,3.99,2,No,14.78,14.07,9.38,3.47
29.39,97.07,Science,2.55,0,Yes,15.46,8.67,9.6,2.92
7.06,,Engineering,3.9,3,Yes,9.18,1.14,5.25,1.77
37.57,73.04,Science,3,2,No,3.76,4.71,,2.73
20.25,,Engineering,3.01,4,No,11.96,14.74,8.53,2.81
39.99,50.24,Science,2.18,3,Yes,11.09,9.2,6.17,2.66
7.89,77.69,Arts,3.9,4,No,10.01,6.3,5.23,2.37
21.4,55.69,Engineering,3.47,2,No,1.17,13.74,5.36,2.88
11.61,86.1,Engineering,3.04,4,Yes,15.55,5.42,,2.27
12.17,84.91,Business,2.24,1,Yes,10.77,11.21,9,2.46
23.64,,Engineering,2.35,4,No,8.61,2.19,6.74,1.91
36.87,97.09,Business,2.86,0,Yes,16.3,,4.76,3.3
32.21,86.05,Science,2.72,1,Yes,3.94,7.37,6.23,2.84
28.96,64.9,Business,3.12,0,Yes,5.43,6.37,5.94,2.58
22.37,,Engineering,2.15,4,Yes,12.79,3.47,4.46,2.18
36.89,86.6,Engineering,2.08,3,Yes,7.8,14.81,8.94,3.3
19.69,67.11,Business,3.02,0,No,6.06,1.85,8.39,2.04
34.95,68.78,Science,2.06,3,No,5.09,3.05,6.61,2.28
33.36,67.96,Science,2.12,1,Yes,9.71,5.66,8.21,2.42
8.55,80.83,Business,2.75,4,Yes,15.51,1.97,6.03,1.84
30.85,95.02,Engineering,2.12,3,Yes,16.11,14.03,9.62,3.19
0.49,58.66,Engineering,2.77,0,Yes,15.81,13.66,7,2.2
12.91,93.76,Science,2.48,2,No,17.71,6.57,4.67,2.32
9.18,51.38,Engineering,2.38,1,No,1.01,7.39,6.85,1.83
20.27,,Engineering,2.81,1,No,19.64,0.93,6.16,2.1
29.47,70.72,Business,2.24,3,Yes,8.53,12.59,4.2,2.84
3.91,89.56,Business,2.7,1,No,3.86,11.71,6.1,2.45
20.6,,Arts,2.87,4,Yes,19.4,5.9,9.86,2.49
37.54,74.01,Business,3.66,1,Yes,16.5,7.16,5.56,3.07
9.15,,Arts,3.87,4,No,18.59,9.89,8.34,2.68
27.09,75.09,Business,2.62,1,No,10.46,6.98,4.92,2.55
37.41,83.44,Arts,2.4,3,No,13.62,9.85,5.42,3.03
13.51,79.68,Arts,2.02,4,Yes,19.72,14.85,5.71,2.63
14.62,55.24,Science,3.17,0,No,7.54,4.03,4.43,1.98
31.58,54.56,Arts,2.11,4,No,8.52,0.89,8.94,1.92
19.18,59.73,Business,3.62,1,Yes,16.27,0.69,6.99,2.03
35.06,,Business,3.1,1,Yes,7.58,14.46,8.64,3.25
17.21,52.03,Business,2.79,4,No,16.65,5.87,,2.04
39.11,76.21,Business,3.6,3,No,12.05,2.23,9.87,2.79
21.4,54.57,Arts,3.52,0,No,8.07,7.49,6.86,2.46
28.4,88.6,Arts,2.79,3,Yes,2.92,14.8,8.57,3.28
15,91.63,Arts,2.83,0,Yes,19.19,10.31,7.67,2.69
22.55,86.61,Arts,2.49,1,Yes,5.07,12.87,8.86,2.91
37.59,78.45,Business,2.08,2,No,4.41,7.57,9.62,2.75
6.32,58.32,Science,2.46,2,No,1.64,5.94,7.12,1.75
39.1,93.25,Science,2.57,3,No,12.54,10.98,6.16,3.28
22.36,79.53,Business,3.39,0,No,7.64,12.17,,3.01
33.91,86.82,Science,3.79,0,No,2.53,2.65,9.79,2.84
22.68,69.93,Arts,2.5,0,Yes,13.33,13.58,6.45,2.8
21.86,85.08,Science,3.82,3,Yes,14.08,6.42,6.71,2.78
36.76,68.78,Business,2.45,4,Yes,2.5,1.41,8.7,2.31
14.72,79.39,Arts,2.63,3,Yes,16.47,3.56,9.55,2.06
14.98,68.16,Business,3.76,0,No,16.09,0.86,,2.05
35.18,52.32,Business,2.53,4,Yes,18.98,5.69,4.74,2.41
33.12,,Business,2.32,0,No,2.29,0.34,9.54,2.33
13.22,68.97,Business,3.83,3,Yes,16.91,12.45,8.61,2.81
11.13,73.34,Arts,3.24,1,No,1.49,10.95,7.52,2.55
4.92,57.38,Arts,3.03,1,No,17.65,4.76,7.06,1.77
22.39,80.28,Arts,3.53,4,No,11.6,6.1,6.56,2.65
20.12,62.02,Engineering,2.12,4,Yes,18.94,11.94,9.91,2.45
20.71,,Engineering,2.16,3,No,3.6,10.62,8.53,2.68
32.53,98.66,Business,2.69,1,Yes,15.44,10.7,9.89,3.19
30.86,61.24,Science,2.89,2,Yes,12.18,13.86,8.9,3.03
22.85,78.02,Business,2,3,No,13.41,3.96,7.34,2.12
4.26,70.69,Business,3.61,0,Yes,7.88,5.22,6.59,2.06
16.51,92.17,Business,2.36,3,Yes,3.59,1.92,8.62,2.05
22.39,50.36,Science,2.77,0,No,19.94,6.26,8.19,2.17
20.19,71.58,Arts,3.24,0,No,16.62,10.19,,2.71
36.18,84.24,Engineering,3.65,3,Yes,5.83,1.49,6.2,2.76
33.65,95.04,Science,3.06,2,No,10.12,,8.71,3.36
4.19,89.97,Science,2.77,1,Yes,14.05,11.14,7.8,2.44
39.31,70.95,Arts,3.46,0,Yes,4.56,3.1,4.11,2.76
15.23,,Arts,2.92,4,No,6.01,9.03,5.68,2.58
35.18,61.02,Arts,3.9,4,No,18.16,12.8,8.32,3.32
16.41,80.3,Business,3.51,2,Yes,8.15,0.08,7.92,2.1
11.62,82.11,Engineering,2.8,4,No,8.1,2.73,8.43,1.99
28.31,82.64,Arts,2.89,2,Yes,19.64,3.64,6.36,2.5
18.77,57.31,Engineering,3.63,2,No,2.95,10.1,8.07,2.62
28.5,60.7,Science,2.83,3,No,2.19,9.23,9.24,2.64
6.51,65.85,Business,3.38,3,No,12.73,6.13,8.24,2.07
27.66,79.07,Science,2.85,2,Yes,16.46,6.47,9.35,2.63
30.68,75.44,Engineering,3.42,1,No,9.18,10.85,4.66,3.1
11.49,56.54,Arts,2.83,2,No,7.92,8.56,9.44,2.13
35.11,76.75,Science,2.56,3,No,15.99,6.88,6.79,2.74
32.1,84.88,Arts,2.5,2,Yes,12.13,0.27,4.11,2.29
26.69,59.32,Business,2.62,2,Yes,1.05,13.83,9.83,2.84
6.27,78.2,Business,2.21,0,Yes,4.26,2.38,5.92,1.65
39.49,,Arts,2.78,3,Yes,16.16,0.64,4.55,2.49
33.18,82.99,Science,2.67,3,No,1.01,10.96,6.21,3.06
20.14,85.34,Business,2.1,2,Yes,10.18,12.24,7.79,2.7
38.58,72.13,Science,2.49,1,No,16.11,6.11,7.23,2.72
13.08,79.78,Science,2.26,2,No,19.68,8.67,,2.27
34.92,53.63,Engineering,3.03,4,Yes,3.31,4.31,7.39,2.45
15.23,62.93,Science,3.37,3,No,19.85,14.5,6.98,2.82
23.7,71.27,Engineering,3.28,2,Yes,14.02,10.11,5.38,2.8
3.24,93,Science,3.56,0,No,2.37,3.29,,2.12
9.36,97.02,Arts,2.24,1,No,19.05,5.58,5.68,2.14
11,97.54,Arts,3.98,3,No,16.92,0.65,8.19,2.29
35.21,71.52,Arts,2.24,2,No,13.61,5.84,5.71,2.54
33.64,77.38,Science,3.99,0,No,17.61,14.34,4.86,3.57
37.74,72.1,Engineering,2.24,1,No,17.84,3.3,,2.44
23.71,52.92,Engineering,3.21,4,No,8.59,8.32,7.13,2.48
33.46,94.2,Engineering,3.56,1,No,6.42,13.18,8.73,3.55
29.3,82.09,Science,3.71,3,No,15.76,13.69,4.82,3.39
27.57,57.46,Engineering,2.99,3,Yes,9.53,7.29,8.62,2.5
4.48,60.6,Business,2.84,4,Yes,18.57,11.44,8.1,2.19
27.13,,Arts,3.36,3,No,9.16,13.82,9.36,3.29
2.2,78.46,Science,2.54,4,Yes,16.88,6.56,4.59,1.91
20.77,,Business,3.62,3,No,14.76,13.54,7.73,3.09
0.42,88.26,Science,2.88,2,No,8,13.22,9.28,2.49
6.53,57.1,Engineering,3.32,4,No,5.87,13.93,9.87,2.49
27.45,57.48,Science,3.34,3,Yes,3.62,13.72,4.49,3.01
9.83,90.51,Business,3.66,3,No,19.68,4.65,7.87,2.38
3.24,78.65,Arts,3.44,3,Yes,9.05,0.72,6.61,1.78
14.58,85.87,Science,2.09,1,No,9.46,13.49,8.01,2.65
32.6,59.44,Engineering,2.67,3,No,6.14,5.98,8.57,2.48
37.69,51.09,Science,3.87,1,Yes,7.51,9.4,9.21,3.05
8.54,77.53,Science,2.44,3,Yes,4.87,4.96,8.56,1.93
11.93,88.67,Arts,3.6,4,Yes,3.25,7.34,8.64,2.57
14.73,53.57,Science,2.89,2,Yes,9.42,11.55,4.42,2.4
36.98,93.26,Science,2.41,1,Yes,18.93,12.53,9.61,3.29
27.62,67.11,Arts,2.04,2,Yes,16.33,6.75,6.39,2.32
3.57,,Arts,3,1,No,7.13,9.72,6.26,2.27
38.5,67.88,Business,2.31,4,Yes,5.87,12.49,8.27,3.05
11.28,68.56,Science,3.67,3,Yes,11.94,12.36,,2.71
17.83,56.17,Science,3.11,3,No,15.55,7.98,4.7,2.32
39.35,,Engineering,2.49,3,No,12.37,12.65,5.28,3.09
17.04,,Business,3.01,2,Yes,7.9,10.17,5.38,2.6
26.62,68.66,Arts,3.07,3,No,6.55,5.66,6.89,2.5
29.85,65.71,Engineering,3.12,0,Yes,4.29,11.88,9.06,2.98
34.9,90.08,Arts,3.84,2,Yes,8.45,5.88,,3.13
18.01,50.41,Arts,2.89,3,Yes,6.16,1.01,6.59,1.74
3.8,,Business,3.99,2,Yes,9.27,13.76,6.37,2.78
14.3,73.77,Science,3.35,2,No,8.74,14.08,6.84,2.87
22.96,84.28,Science,2.07,1,Yes,3.66,14.66,9.21,2.91
29.64,80.1,Engineering,2.48,1,No,18.63,9.86,4.01,2.82
26.76,59.98,Engineering,2.05,1,No,15.27,10.24,5.47,2.46
23.16,56.61,Business,3.87,3,Yes,4.14,1.3,9.04,2.2
13.09,51.68,Arts,3.01,0,Yes,7.89,11.33,6.79,2.35
13.83,60.82,Arts,3.84,1,No,10.85,9.36,8.48,2.54
31.28,65.23,Science,3.33,0,Yes,0.78,10.68,8.03,2.98
23.86,,Business,3.11,1,Yes,3.41,1.91,7.95,2.46
22.92,69.16,Arts,2.24,4,Yes,5.06,4.05,6.78,2.09
23.82,77.34,Engineering,2.91,3,Yes,12.06,13.48,9.93,3
30.34,65.91,Science,3.77,2,No,16.34,12.64,5.94,3.2
38.03,85.77,Science,2.95,0,No,3.4,8.23,7.9,3.09
12.1,95.15,Engineering,2.72,4,Yes,11.27,8.99,,2.53
39.31,75.27,Business,3.43,3,Yes,2.19,8.2,5.08,3.14
16.61,81.2,Engineering,2.03,0,No,15.3,12.89,9.24,2.59
39.55,53.63,Business,3.49,4,Yes,1.7,9.09,8.76,3
6.71,85.7,Science,3.54,3,Yes,15.73,2.16,9.83,2.05
35.31,54.75,Arts,3.81,3,No,10.62,0.75,5.63,2.43
12.29,96.2,Science,3.98,3,No,9.77,3.08,7.24,2.47
28.63,63.88,Arts,3.15,2,Yes,13.33,6.65,5.84,2.59
33.07,96.94,Arts,2.33,1,Yes,11.45,13.39,9.9,3.27
6.76,81,Business,3.8,3,Yes,18.06,13.38,6.28,2.82
5.72,60.66,Arts,2.18,4,No,9.4,8.48,5.3,1.86
8.28,94.71,Science,2.28,2,Yes,1,8.01,8.48,2.26
28.52,57.25,Science,3.73,2,No,3.28,12.81,4.96,3.07
39.1,56.6,Business,3.2,3,Yes,10.69,7.52,6.91,2.84
16.43,72.43,Engineering,3.14,1,No,12.41,2.44,8.96,2.08
3.9,62.46,Arts,2.14,2,No,17.21,8.44,7.43,1.82
19.75,76.7,Engineering,2.71,4,No,1.31,6.52,,2.37
4.53,72.25,Engineering,2.03,0,Yes,4.61,5.03,7.01,1.68
7.74,96.67,Arts,3.98,4,No,6.03,10.13,4.51,2.83
15.28,54.71,Arts,2.69,2,No,16.87,0.08,9.17,1.61
11.69,54.3,Arts,3.6,4,No,3.66,,6.01,2.12
33.04,,Business,3.4,3,Yes,10.13,3.7,8.19,2.6
35.87,87.34,Business,3.14,1,No,10.44,4.5,8.03,2.86
35.3,99.08,Arts,3.35,3,Yes,11.51,11.39,7.18,3.47
36.86,59.13,Arts,2.23,2,No,3.29,1.53,,2.17
8.35,56.32,Engineering,3.1,1,No,16.56,0.51,9.27,1.58
13.9,,Arts,2.6,3,Yes,11.68,9.35,,2.13
28.08,50.3,Science,3.14,0,No,12.83,5.5,6.66,2.36
10.63,64.85,Business,2.54,0,Yes,4.92,9.76,4.39,2.2
10.14,89.26,Science,2.21,2,Yes,1.6,5.51,6.88,2.07
10.36,96.23,Science,2.25,4,Yes,13.44,1.34,7.49,1.87
24.73,99.63,Business,2.27,4,No,15.09,11.49,4.88,2.95
18.25,96.18,Arts,3.6,1,No,13.16,7.34,6.84,2.81
32.54,56.23,Science,3.14,4,No,14.04,2.83,6.39,2.35
29.53,86.4,Arts,3.14,2,No,0.83,10.12,,3.06
11.43,60.65,Arts,2.51,2,Yes,3.59,9.73,,2.17
14.49,61.73,Engineering,3.65,1,No,11.51,5.92,9.75,2.29
26.98,86.63,Engineering,2.63,2,Yes,13.14,14.23,6.28,3.15
13.73,97.49,Business,2.65,2,Yes,4.17,7.51,4.93,2.48
26.31,99.9,Science,2.08,1,No,12.99,10.62,9.47,2.88
38.18,52.14,Business,2.83,0,Yes,0.27,6.61,4.44,2.62
19.32,60.57,Science,2.83,0,No,2.38,14.82,8.22,2.78
29.58,50.62,Engineering,2.99,2,No,0.86,10.02,6.19,2.66
